LONGITUDE,LATITUDE,cluster
22.85,63.95,1
25.5166666,61.2666666,1
28.5666666,61.0333333,1
29.4666666,61.45,1
27.9,62.8,1
27.8833333,61.9,1
24.1666666,63.8166666,1
25.7,63.7333333,1
22.9166666,59.8166666,3
22.1,60.3833333,3
29.1833333,67.1666666,1
28.3333333,64.1166666,1
19.9833333,60.1833333,3
21.3833333,61.6333333,3
22.4666666,61.8333333,1
24.7166666,64.05,1
21.1666666,62.2,3
24.4,60.4166666,1
23.5833333,59.8166666,3
25.6,60.4,3
21.3,61.15,3
31.05,63.15,1
28.5666666,62.0666666,1
22.1833333,62.4166666,1
20.75,60.25,3
27.3166666,63.15,1
20.7333333,62.9833333,3
28.6666666,63.3833333,1
22.1833333,60.45,3
23.65,60.4666666,1
29.6666666,62.55,1
24.9833333,60.1,3
30.1666666,64.3,1
23.9,64.6166666,1
20.7833333,69.05,1
26.0166666,66.5833333,1
25.0833333,64.6833333,1
27.0,69.75,1
27.405328,68.607269,1
27.1833333,68.0833333,1
27.45,68.4333333,1
27.1666666,66.7166666,1
28.3,68.4833333,1
24.0333333,68.0666666,1
27.9,70.0833333,1
24.1166666,67.9666666,1
24.25,67.9833333,1
22.4833333,62.9333333,1
28.3,68.85,1
27.2166666,63.8333333,1
26.619133,67.395033,1
23.9666666,66.7666666,1
25.7166666,66.5,1
25.3666666,64.9333333,1
24.5166666,65.6666666,1
28.6666666,66.8333333,1
29.239381,65.987575,1
24.5991,65.781889,1
26.9666666,65.4166666,1
24.1,65.3833333,1
24.4,64.6666666,1
24.5666666,65.0333333,1
26.3666666,65.9833333,1
24.1666666,65.85,1
25.4,65.0,1
24.2333333,68.0,1
28.75,64.9333333,1
27.75,64.2166666,1
27.75,69.05,1
27.692414,64.285472,1
23.051442,63.127078,1
21.0666666,63.4333333,3
23.143131,63.721172,1
23.45,64.3333333,1
25.8666667,63.0833333,1
21.7833333,61.4833333,3
28.4666666,61.2,1
24.8,62.5166666,1
27.797756,63.00715,1
22.35,61.25,3
25.678253,62.399453,1
29.60755,62.662906,1
21.1833333,62.3333333,3
23.75,61.5166666,1
30.9833333,62.7666666,1
23.604392,61.414147,1
28.945136,61.943064,1
27.201794,61.6866,1
21.7,60.1166666,3
24.7866,61.85605,1
27.6333333,62.9,1
21.6394444,63.1,1
23.5,60.8166666,1
28.144397,61.044553,1
